cge:102464921	ncRNA	1	Mir331; cgr-miR-331-5p
cge:102466552	ncRNA	1	Mir484; cgr-miR-484
cge:102464941	ncRNA	1	Mir486; cgr-miR-486-5p
cge:102464949	ncRNA	1	Mir598; cgr-miR-598
cge:102465950	ncRNA	1	Mir653; cgr-miR-653
cge:102464959	ncRNA	1	Mir92a; cgr-miR-92a-5p
cge:102464960	ncRNA	1	Mir92b; cgr-miR-92b-5p
cge:114482912	ncRNA	1	Mir217; cgr-miR-217
cge:114483028	ncRNA	1	Mir16-2; cgr-miR-16
cge:114483045	ncRNA	1	Mir216b; cgr-miR-216b
cge:103160230	CDS	1	olfactory receptor 7E24
cge:100766419	CDS	1	Otx2; homeobox protein OTX2 isoform X1
cge:100752473	CDS	1	olfactory receptor 4N5
cge:100752180	CDS	1	olfactory receptor 4K15
cge:100753970	CDS	1	olfactory receptor 11G2
cge:100753673	CDS	1	olfactory receptor 11G2
cge:100753077	CDS	1	olfactory receptor 4K15 isoform X1
cge:100751895	CDS	1	olfactory receptor 4K1
cge:100752775	CDS	1	olfactory receptor 4K5
cge:100768878	CDS	1	olfactory receptor 4K2-like
cge:100768582	CDS	1	olfactory receptor 4N4
cge:100768298	CDS	1	olfactory receptor 4N4-like
cge:100768007	CDS	1	olfactory receptor 4M1
cge:100769156	CDS	1	toll-like receptor 11
cge:100769653	CDS	1	olfactory receptor 11H6
cge:100751879	CDS	1	olfactory receptor 11G2
cge:100756567	CDS	1	olfactory receptor 11G2
cge:100752163	CDS	1	olfactory receptor 11G2
cge:100752760	CDS	1	olfactory receptor 11H7
cge:100752456	CDS	1	olfactory receptor 11H4
cge:100753354	CDS	1	Ccnb1ip1; E3 ubiquitin-protein ligase CCNB1IP1
cge:100758017	CDS	1	Rnase10; inactive ribonuclease-like protein 10
cge:100754826	CDS	1	Rnase11; probable ribonuclease 11
cge:100755117	CDS	1	Rnase12; probable inactive ribonuclease-like protein 12
cge:100758593	CDS	1	olfactory receptor 6S1
cge:100758674	CDS	1	Tppp2; tubulin polymerization-promoting protein family member 2
cge:100753436	CDS	1	Rnase13; probable inactive ribonuclease-like protein 13
cge:100752638	CDS	1	olfactory receptor 5AU1
cge:100773730	CDS	1	olfactory receptor 10G3
cge:100773439	CDS	1	olfactory receptor 10G2
cge:100757237	CDS	1	olfactory receptor 10G2 isoform X2
cge:100773156	CDS	1	olfactory receptor 1509
cge:100756949	CDS	1	olfactory receptor 4E1
cge:100772278	CDS	1	olfactory receptor 18-like isoform X1
cge:100754904	CDS	1	olfactory receptor 7E24 isoform X2
cge:100762272	CDS	1	olfactory receptor 7E24
cge:100762570	CDS	1	olfactory receptor 18-like isoform X2
cge:113832175	CDS	1	olfactory receptor 7E24-like
cge:103160231	CDS	1	olfactory receptor 7E24-like
cge:100754327	CDS	1	olfactory receptor 7E24-like
cge:100764722	CDS	1	olfactory receptor 18
